SEKVENCA,SIFRA,ZAPISNIK,DATUM_ZAP,ZAP_ST,DRZ_KRAVE,ST_KRAVE,KG_MLEKA,MASC,BELJ,LAKT,SS,NSS,CELICE,DAT_ANA,CAS_ANA,UREA,ANPRENOS_ID_SEQ,METODA,CAS_KON,VRSTICA,JE_SEQ,ZMRZISCE,AND_ID_SEQ,BHB,ACETON,OPOMBA,RCT,A30,PASMA,DAT_ROJSTVO,MLEKOPV,BELJKGPV,MASCKGPV,BELJODSPV,MASCODSPV,ZAPTEL,DATTEL,Dat_Analiza,Dat_tel,DIM
3413058,21012,555744,2017-11-29,5,SI,74134807,15.2,5.09,3.6,4.63,8.94,0,14,2017-11-30,NA,0.026,65102373,0,2,NA,NA,0,6765,0,0,NA,0.32,52.65,Lisasta,18.01.2012,120.7,129.9,109.4,122.7,125.8,3,09.10.2017,2017-11-29,2017-10-09,51
3413069,2129,555626,2017-11-29,15,SI,94137334,7,3.93,3.43,4.44,8.58,0,447,2017-11-29,NA,0.011,65097156,0,1,NA,NA,0,6756,0,0,NA,1.37,41.66,Lisasta,01.02.2012,95.2,91,93,84.6,93.1,4,20.03.2017,2017-11-28,2017-03-20,253
3413098,20948,555454,2017-11-25,22,SI,14132777,15.6,4.56,3.55,4.4,8.66,0,29,2017-11-27,NA,0.017,65091434,0,1,NA,NA,0,6750,0.04,-0.03,NA,1.5,42.05,Lisasta,21.01.2012,113.4,115,108,98.3,115.1,4,06.08.2017,2017-11-26,2017-08-06,112
3413133,8447,555674,2017-11-28,4,SI,14151365,13.4,5.26,2.99,4.59,8.29,0,247,2017-11-29,NA,0.015,65099552,0,2,NA,NA,0,6762,0,0,NA,2.63,38.36,Holstein,11.02.2012,105.4,108.1,133.8,94.2,128.8,3,26.07.2017,2017-11-28,2017-07-26,125
3413175,31318,555746,2017-11-28,2,SI,33535450,8,4.99,4.39,4.49,9.59,0,434,2017-11-30,NA,0.011,65102405,0,1,NA,NA,0,6765,0,-0.09,NA,0,51.4,Lisasta,16.12.2011,109.2,113.5,100.5,116.2,108.6,3,21.11.2016,2017-11-29,2016-11-21,373
3413687,31956,555678,2017-11-28,6,SI,54150683,20.4,3.76,3.34,4.6,8.66,0,17,2017-11-29,NA,0.033,65099596,0,2,NA,NA,0,6762,0.02,-0.06,NA,1.08,44.38,Lisasta,29.01.2012,143.5,143.6,83,102.3,133.6,4,22.09.2017,2017-11-28,2017-09-22,67
3413802,11685,555310,2017-11-23,6,SI,24151852,15.2,3.32,3.34,4.83,8.88,0,28,2017-11-24,NA,0.01,65088686,0,2,NA,NA,0,6747,0.11,0.07,NA,1.47,40.94,Rjava,06.02.2012,131.7,124.3,81.6,93,119.5,4,07.11.2017,2017-11-23,2017-11-07,16
3414762,9690,555238,2017-11-22,4,SI,74061464,5,5.71,4.04,4.7,9.44,0,162,2017-11-24,NA,0.029,65088208,0,2,NA,NA,0,6747,0,0,NA,0.6,48.8,Rjava,30.01.2012,117.3,118.9,104.2,109.2,115.5,2,01.02.2017,2017-11-23,2017-02-01,295
3415094,8781,555309,2017-11-22,1,SI,04151373,14,4.61,2.92,4.69,8.31,0,2269,2017-11-24,NA,0.008,65088667,0,2,NA,NA,0,6747,0,0,NA,2.45,37.45,Holstein,13.02.2012,103,108.1,98.3,104.6,103.8,4,30.10.2017,2017-11-23,2017-10-30,24
3415153,31673,555417,2017-11-24,7,SI,34150056,5.4,4.9,3.25,4.59,8.55,0,308,2017-11-27,NA,0.015,65091290,0,1,NA,NA,0,6750,0,0,NA,1.24,41.43,Lisasta,26.01.2012,79.5,76.2,92.3,73.8,78.2,4,20.05.2017,2017-11-26,2017-05-20,190
3415297,7137,555579,2017-11-28,7,SI,14133448,16.6,5.58,3.53,4.38,8.61,0,2196,2017-11-28,NA,0.02,65094256,0,1,NA,NA,0,6753,-0.04,-0.15,NA,1.64,42.23,Holstein,28.01.2012,120,114.4,118.6,93.6,142.2,4,10.04.2017,2017-11-27,2017-04-10,231
3415511,30961,555499,2017-11-02,10,SI,34150290,7.2,2.7,3.48,4.71,8.9,0,256,2017-11-27,NA,0.003,65092420,0,1,NA,NA,0,6753,0,0,NA,1.26,38.98,Lisasta,31.01.2012,93.1,98.6,97.5,108.8,92,4,30.08.2017,2017-11-26,2017-08-30,88
3415546,9302,555539,2017-11-22,2,SI,24012180,12.1,4.66,3.91,4.73,9.35,0,181,2017-11-28,NA,0.014,65093860,0,2,NA,NA,0,6753,0,0,NA,0.3,46.5,Lisasta,15.02.2012,106.7,107.1,109.2,101.4,107.9,4,18.03.2017,2017-11-27,2017-03-18,254
3415612,5825,555652,2017-11-28,4,SI,24151955,9,4.61,4.47,4.05,9.22,0,244,2017-11-29,NA,0.01,65097514,0,1,NA,NA,0,6756,0,0,NA,0.54,42.67,Rjava,04.02.2012,127.2,132,107.5,124.6,130.1,4,16.03.2017,2017-11-28,2017-03-16,257
3415613,15806,555189,2017-11-22,4,SI,54134397,13.3,5.14,4.02,4.71,9.44,0,31,2017-11-23,NA,0.031,65085542,0,2,NA,NA,0,6747,0,0,NA,0.58,46.38,Lisasta,29.01.2012,111.5,115.3,117.7,122.4,117.7,4,20.07.2017,2017-11-22,2017-07-20,125
3416511,22571,555518,2017-11-23,1,SI,34134519,9.2,4.44,3.62,4.46,8.79,0,170,2017-11-28,NA,0.033,65093685,0,2,NA,NA,0,6753,0,-0.14,NA,1.16,41.71,Lisasta,07.02.2012,100.6,99.3,90.1,86.7,96.6,4,07.07.2017,2017-11-27,2017-07-07,143
3416668,30937,555316,2017-11-23,4,SI,74152346,8.2,3.87,2.86,4.91,8.49,0,26,2017-11-24,NA,0.012,65088742,0,1,NA,NA,0,6747,0.04,-0.01,NA,2.18,40.32,Lisasta,30.01.2012,129.9,133.6,110.8,106.6,138,4,12.09.2017,2017-11-23,2017-09-12,72
3416805,3986,555698,2017-11-28,7,SI,34152065,11,4.23,3.14,4.44,8.29,0,205,2017-11-30,NA,0.017,65100810,0,1,NA,NA,0,6762,0.06,-0.03,NA,2.81,34.68,Holstein,16.02.2012,116.8,103.8,83.8,74.9,104.7,3,02.01.2017,2017-11-29,2017-01-02,331
3417153,20006,555358,2017-11-23,14,SI,04137034,10.3,4.88,3.82,4.45,8.99,0,78,2017-11-24,NA,0.021,65089543,0,2,NA,NA,0,6750,0,0,NA,1.09,44.21,Holstein,30.01.2012,104.6,112.2,110.1,116.1,118,3,15.05.2017,2017-11-23,2017-05-15,192
3417163,7815,555475,2017-11-24,9,SI,94004935,5.8,5.24,4.39,4.04,9.13,0,295,2017-11-27,NA,0.02,65091708,0,2,NA,NA,0,6750,0.11,-0.04,NA,1.23,38.14,Holstein,01.02.2012,99.5,109.6,103.1,123.3,104.4,3,24.11.2016,2017-11-26,2016-11-24,367
3417181,31102,555376,2017-11-23,6,SI,74152676,7.4,4.81,3.12,4.66,8.5,0,2439,2017-11-24,NA,0.014,65089907,0,2,NA,NA,0,6750,0,0,NA,2.42,36.27,Holstein,30.01.2012,88.5,93.2,118.4,107.1,101.7,3,17.06.2017,2017-11-23,2017-06-17,159
3417354,16082,555864,2017-11-29,11,SI,74151785,0,4.41,3.59,4.77,9.06,0,40,2017-12-01,NA,0.023,65105832,0,2,NA,NA,0,6765,-0.01,-0.09,NA,1.4,45.74,Lisasta,05.02.2012,117,107.2,92.8,84.7,111.6,3,24.03.2017,2017-11-30,2017-03-24,251
3417449,31494,555734,2017-11-24,4,SI,24063612,5.4,4.17,2.91,4.55,8.17,0,46,2017-11-30,NA,0.005,65101113,0,1,NA,NA,0,6762,0,0,NA,1.74,43.43,Lisasta,02.02.2012,92.9,95.7,103,86.6,93.3,4,06.08.2017,2017-11-29,2017-08-06,115
3417481,31329,555282,2017-11-22,7,SI,74063624,3.7,3.84,2.38,4.68,7.77,0,107,2017-11-24,NA,0.001,65088417,0,1,NA,NA,0,6747,0,0,NA,3.48,32.99,Lisasta,26.01.2012,85.4,83,78.8,67.8,80.2,3,13.09.2017,2017-11-23,2017-09-13,71
3417484,30116,555244,2017-11-22,4,SI,14050185,10.8,4.85,4.21,4.62,9.54,0,91,2017-11-24,NA,0.009,65088232,0,2,NA,NA,0,6747,-0.03,-0.13,NA,0.81,46.61,Holstein,13.02.2012,141.5,147.8,103.2,111.1,145.7,2,07.10.2016,2017-11-23,2016-10-07,412
3417535,7652,555793,2017-11-29,14,SI,94057304,0,3.96,3.71,4.23,8.64,0,200,2017-12-01,NA,0.031,65104712,0,2,NA,NA,0,6765,0,0,NA,2.16,36.02,Rjava,28.01.2012,125.3,128.8,98.5,116.9,117.9,4,10.07.2017,2017-11-30,2017-07-10,143
3417552,2265,555232,2017-11-21,4,SI,43496907,10,3.99,2.71,4.81,8.23,0,28,2017-11-24,NA,0.018,65088148,0,1,NA,NA,0,6747,0,0,NA,2.47,36.9,Rjava,17.01.2012,98.5,94.5,71.8,71.7,90.1,4,23.06.2017,2017-11-23,2017-06-23,153
3417555,2265,555232,2017-11-21,5,SI,33496908,7.8,4.25,3.33,4.63,8.67,0,76,2017-11-24,NA,0.017,65088149,0,1,NA,NA,0,6747,0,0,NA,0.75,46.39,Rjava,18.02.2012,91.7,96.5,86.6,98.3,88.7,4,25.06.2017,2017-11-23,2017-06-25,151
3417860,36550,555336,2017-11-22,5,SI,94153709,8.8,3.29,3.55,4.32,8.58,0,122,2017-11-24,NA,0.006,65089130,0,2,NA,NA,0,6747,0.06,-0.02,NA,1.93,37.92,Lisasta,18.02.2012,109,103.2,94.3,89.8,105.3,4,14.06.2017,2017-11-23,2017-06-14,162
3418004,8579,555344,2017-11-23,7,SI,84153449,9.4,4.57,3.37,4.64,8.72,0,3557,2017-11-24,NA,0.006,65089250,0,1,NA,NA,0,6747,0.06,0.02,NA,1.57,42.3,Lisasta,03.02.2012,104.8,109.3,103.4,111.7,106.2,4,08.09.2017,2017-11-23,2017-09-08,76
3418011,15727,555224,2017-11-22,8,SI,94150995,4.4,4.44,3.65,4.41,8.77,0,89,2017-11-24,NA,0.011,65088042,0,2,NA,NA,0,6747,0,0,NA,0.56,46.54,Rjava,20.02.2012,94.3,92.3,72,88.2,85.6,3,09.03.2017,2017-11-23,2017-03-09,259
3418065,32529,555679,2017-11-27,2,SI,64057046,11.8,4.81,2.91,4.65,8.27,0,155,2017-11-29,NA,0.006,65099609,0,2,NA,NA,0,6762,0,0,NA,1.89,40.34,Rjava,09.02.2012,124.2,130.3,103.3,114.5,125.9,4,13.07.2017,2017-11-28,2017-07-13,138
3418116,11685,555310,2017-11-23,7,SI,64151858,12.6,3.83,3.08,4.79,8.57,0,66,2017-11-24,NA,0.011,65088687,0,2,NA,NA,0,6747,0.05,-0.03,NA,2.07,37.5,Rjava,15.02.2012,129.4,125.2,76.7,98.7,116.3,4,25.10.2017,2017-11-23,2017-10-25,29
3418196,9477,555508,2017-11-26,7,SI,64152361,7.1,3.45,3.67,4.78,9.16,0,26,2017-11-28,NA,0.005,65093533,0,1,NA,NA,0,6753,0,0,NA,0,52.77,Lisasta,15.02.2012,92.9,93.5,89.8,94.9,90.9,4,09.11.2017,2017-11-27,2017-11-09,18
3418486,16301,555177,2017-11-21,15,SI,64134695,8.5,4.21,3.04,4.14,7.9,0,3462,2017-11-23,NA,0.009,65085384,0,2,NA,NA,0,6747,0,0,NA,3.03,33.72,Holstein,14.02.2012,108.9,105.2,73.1,89,90.2,4,09.07.2017,2017-11-22,2017-07-09,136
3418516,11325,555773,2017-11-28,7,SI,34137220,0,4.31,3.57,4.62,8.9,0,87,2017-12-01,NA,0.011,65104229,0,2,NA,NA,0,6765,0.09,0.02,NA,1.29,44.4,Holstein,15.02.2012,105.8,108.3,97,103.4,104.1,4,10.08.2017,2017-11-30,2017-08-10,112
3418864,7866,555171,2017-11-22,9,SI,44149543,21.8,4.29,3.18,4.51,8.41,0,14,2017-11-23,NA,0.001,65085263,0,1,NA,NA,0,6747,0.06,-0.04,NA,2.18,37.84,Holstein,16.02.2012,111.5,115.1,119,101.3,124.8,4,19.10.2017,2017-11-22,2017-10-19,34
3418979,8323,555588,2017-11-27,9,SI,74136249,5.8,4.47,3.66,4.47,8.84,0,128,2017-11-28,NA,0.007,65094324,0,1,NA,NA,0,6753,0,0,NA,1.48,38.63,Lisasta,12.02.2012,94.2,96.1,107.1,104.6,96.9,3,24.05.2017,2017-11-27,2017-05-24,187
3418993,7912,555714,2017-11-28,4,SI,14135505,4.8,5.18,4.21,4.05,8.97,0,951,2017-11-30,NA,0.016,65101054,0,2,NA,NA,0,6762,0.12,-0.04,NA,1.27,37.33,Lisasta,02.02.2012,103.2,107.7,112.2,108.2,108.2,3,06.12.2016,2017-11-29,2016-12-06,358
3418996,16270,555410,2017-11-24,15,SI,13934095,15.1,4.66,3.77,4.46,8.94,0,94,2017-11-27,NA,0.029,65091146,0,1,NA,NA,0,6750,0,-0.09,NA,0.81,45.82,Holstein,12.01.2012,111,117.3,109.2,117.1,114.1,4,24.06.2017,2017-11-26,2017-06-24,155
3419670,11607,555567,2017-11-24,4,SI,04063700,14.4,3.26,3.6,4.5,8.8,0,37,2017-11-28,NA,0.028,65094038,0,2,NA,NA,0,6753,0,0,NA,1.37,41.14,Rjava,20.02.2012,123.3,122.7,90.8,97.4,117.1,4,01.08.2017,2017-11-27,2017-08-01,118
3419698,1093,555739,2017-11-27,6,SI,94063677,9.9,4.21,3.73,4.41,8.85,0,753,2017-11-30,NA,0.014,65102299,0,2,NA,NA,0,6765,0,0,NA,2.17,38.5,Holstein,10.02.2012,108,112.1,93,107.3,109.9,3,19.07.2017,2017-11-29,2017-07-19,133
3419735,31315,555566,2017-11-24,6,SI,84061377,11,5.48,3.61,4.68,9,0,200,2017-11-28,NA,0.019,65094027,0,1,NA,NA,0,6753,-0.04,-0.14,NA,0.68,47.92,Rjava,10.02.2012,109.8,116.5,120.4,127.6,116,4,17.07.2017,2017-11-27,2017-07-17,133
3419842,11549,555398,2017-11-24,8,SI,74134292,14,3.68,3.62,4.85,9.19,0,156,2017-11-27,NA,0.028,65090914,0,1,NA,NA,0,6750,0,0,NA,0.74,44.15,Lisasta,05.02.2012,93.3,97.9,102.7,129,95,4,05.10.2017,2017-11-26,2017-10-05,52
3420375,16270,555410,2017-11-24,14,SI,53934091,10.7,4.36,3.84,4.5,9.06,0,394,2017-11-27,NA,0.033,65091145,0,1,NA,NA,0,6750,0.04,-0.08,NA,0.97,40.92,Holstein,28.12.2011,137.6,140.2,94.1,102.3,129.1,4,25.01.2017,2017-11-26,2017-01-25,305
3420850,739,555673,2017-11-29,6,SI,74153914,3.3,3.59,3.74,4.01,8.46,0,1411,2017-11-29,NA,0.012,65099542,0,1,NA,NA,0,6762,0,0,NA,2.46,34,Lisasta,06.02.2012,90.2,88,92.9,85.6,87.2,4,06.03.2017,2017-11-28,2017-03-06,267
3420911,30968,555644,2017-11-28,4,SI,74151390,3,4.67,4.83,3.89,9.42,0,461,2017-11-29,NA,0.02,65097400,0,2,NA,NA,0,6756,0,0,NA,0.72,39.83,Rjava,19.02.2012,109.2,113.3,126.2,108,121.2,2,20.09.2016,2017-11-28,2016-09-20,434
3421101,7405,555491,2017-11-24,8,SI,13524768,9.9,4.66,3.82,4.66,9.19,0,131,2017-11-27,NA,0.01,65092268,0,1,NA,NA,0,6753,-0.03,-0.15,NA,0.69,45.58,Holstein,08.02.2012,93.6,101.1,117.7,123,101.3,4,29.03.2017,2017-11-26,2017-03-29,242
3421115,24528,555229,2017-11-23,6,SI,04135489,6.1,4.19,3.48,4.65,8.84,0,377,2017-11-24,NA,0.015,65088099,0,1,NA,NA,0,6747,0.03,0.01,NA,1.72,42.3,Lisasta,06.02.2012,94.2,91.4,96.9,85.8,92.3,4,30.03.2017,2017-11-23,2017-03-30,238
3421121,9570,555485,2017-11-24,11,SI,14051337,8.5,4.82,3.89,4.65,9.25,0,39,2017-11-27,NA,0.022,65091882,0,2,NA,NA,0,6750,0,0,NA,0,48.21,Rjava,03.02.2012,124.6,132.1,122.4,123.3,136.6,4,09.09.2017,2017-11-26,2017-09-09,78
3421323,20677,555299,2017-11-22,2,SI,94137248,9.5,4.49,3.99,4.37,9.07,0,205,2017-11-24,NA,0.013,65088617,0,1,NA,NA,0,6747,-0.02,-0.1,NA,0.32,49.53,Lisasta,11.02.2012,121.5,125.8,104.4,102.9,123.5,1,18.05.2016,2017-11-23,2016-05-18,554
3421748,9951,555227,2017-11-22,11,SI,94152777,14.2,3.05,3.28,4.64,8.63,0,84,2017-11-24,NA,0.015,65088058,0,2,NA,NA,0,6747,0,0,NA,2.14,39.19,Holstein,18.02.2012,128.9,115.9,78.2,79.9,106.3,4,16.06.2017,2017-11-23,2017-06-16,160
3421793,2092,555402,2017-11-24,5,SI,24148771,8.6,4.29,3.99,4.44,9.14,0,606,2017-11-27,NA,0.017,65091038,0,2,NA,NA,0,6750,0,0,NA,0.75,39.58,Rjava,08.02.2012,138.4,131,87.7,100.7,125,3,28.02.2017,2017-11-26,2017-02-28,271
3421819,5355,555353,2017-11-24,8,SI,34135280,11.2,3.87,2.83,4.64,8.18,0,143,2017-11-24,NA,0.006,65089428,0,1,NA,NA,0,6750,-0.01,-0.07,NA,2.9,34.53,Holstein,11.02.2012,87.1,87.3,91.4,89.3,82.7,4,21.09.2017,2017-11-23,2017-09-21,63
3424388,11429,555395,2017-11-23,6,SI,34038884,22.6,4.04,3.75,4.61,9.07,0,112,2017-11-27,NA,0.012,65090773,0,1,NA,NA,0,6750,0,0,NA,1.78,39.53,Holstein,23.11.2011,136.8,130.9,73.4,88.2,108.4,3,13.08.2016,2017-11-26,2016-08-13,470
3424967,6172,555780,2017-11-30,8,SI,44004480,0,3.48,3.5,4.73,8.94,0,20,2017-12-01,NA,0.022,65104459,0,1,NA,NA,0,6765,-0.02,-0.1,NA,1.36,43.89,Lisasta,16.12.2011,140.6,140.5,89.3,99.8,130.6,4,30.08.2017,2017-11-30,2017-08-30,92
3426673,3736,555214,2017-11-23,19,SI,64153049,11,4.64,3.76,4.44,8.91,0,38,2017-11-24,NA,0.019,65087883,0,1,NA,NA,0,6747,0,0,NA,1.21,42.3,Holstein,17.02.2012,90.6,95,120.2,111.2,107.5,3,14.05.2017,2017-11-23,2017-05-14,193
3426738,3908,555659,2017-11-27,3,SI,84152084,12.4,4.32,3.66,4.7,9.07,0,23,2017-11-29,NA,0.02,65099310,0,1,NA,NA,0,6762,0,0,NA,0.08,50.61,Lisasta,08.02.2012,99.2,99.7,100.8,102.3,99.4,4,04.07.2017,2017-11-28,2017-07-04,147
3427046,7653,555792,2017-11-29,7,SI,54153521,0,4.36,3.63,4.46,8.81,0,280,2017-12-01,NA,0.023,65104690,0,1,NA,NA,0,6765,0.01,-0.07,NA,1.23,42.82,Holstein,09.02.2012,96.6,101.6,91.1,98.5,98.3,3,18.03.2017,2017-11-30,2017-03-18,257
3427078,10730,555597,2017-11-27,7,SI,34153530,13,3.95,3.48,4.43,8.62,0,392,2017-11-29,NA,0.022,65096819,0,1,NA,NA,0,6756,0.07,-0.06,NA,1.76,36.5,Rjava,26.02.2012,113.5,118.2,110.5,119,116.2,4,05.08.2017,2017-11-28,2017-08-05,115
3427089,1089,555689,2017-11-29,7,SI,74153316,1.7,4.56,4.76,4.17,9.63,0,1124,2017-11-30,NA,0.015,65100669,0,1,NA,NA,0,6762,0.15,0.01,NA,0.87,38.09,Holstein,10.02.2012,89.9,92.1,98,99.9,90.2,2,29.07.2016,2017-11-29,2016-07-29,488
3427534,25742,555608,2017-11-28,26,SI,84135955,21,3.09,3.38,4.63,8.72,0,157,2017-11-29,NA,0.022,65097075,0,2,NA,NA,0,6756,0,0,NA,0.58,44.96,Holstein,17.01.2012,110.7,99.6,74.7,80.9,90.3,3,17.12.2016,2017-11-28,2016-12-17,346
3427599,20749,555777,2017-11-29,5,SI,44135193,0,4.86,4.08,4.83,9.62,0,215,2017-12-01,NA,0.015,65104385,0,2,NA,NA,0,6765,-0.01,-0.12,NA,0,50.45,Lisasta,02.02.2012,97.7,96.9,94,107.8,94.4,4,01.03.2017,2017-11-30,2017-03-01,274
3427704,16111,555804,2017-11-29,20,SI,24133069,0,3.65,3.55,4.45,8.71,0,124,2017-12-01,NA,0.032,65104806,0,1,NA,NA,0,6765,0.03,-0.04,NA,1.78,41.71,Holstein,29.01.2012,118.9,125.7,95.8,110.4,117.2,4,22.04.2017,2017-11-30,2017-04-22,222
3427811,3063,555188,2017-11-22,4,SI,94135370,5,4.08,3.88,5.11,9.71,0,614,2017-11-23,NA,0.005,65085533,0,2,NA,NA,0,6747,0,0,NA,0.37,48.21,Lisasta,25.02.2012,91.4,93,106.3,98.5,94.9,4,07.07.2017,2017-11-22,2017-07-07,138
3427817,8430,555580,2017-11-28,9,SI,54133444,3.8,5.28,3.96,4.55,9.21,0,822,2017-11-28,NA,0.014,65094286,0,2,NA,NA,0,6753,0.03,-0.06,NA,0.5,46.12,Lisasta,20.02.2012,108,101.2,93.1,93.9,104.5,3,03.08.2016,2017-11-27,2016-08-03,481
3427983,20997,555839,2017-11-30,7,SI,14137394,0,3.47,3.34,4.44,8.48,0,141,2017-12-01,NA,0.005,65105419,0,1,NA,NA,0,6765,0.06,-0.02,NA,2.2,38.48,Lisasta,23.02.2012,103.9,105.7,93.1,98.7,100.6,4,19.08.2017,2017-11-30,2017-08-19,103
3428369,30013,555664,2017-11-28,10,SI,14117420,3.7,8.22,5.88,3.97,10.56,0,129,2017-11-29,NA,0.001,65099392,0,1,NA,NA,0,6762,0,0,NA,0,52.91,Holstein,07.02.2012,109.7,116,147.5,111.5,143.5,3,19.09.2016,2017-11-28,2016-09-19,435
3428402,24533,555228,2017-11-22,5,SI,14138113,4.6,4.5,3.13,4.55,8.39,0,102,2017-11-24,NA,0.016,65088088,0,1,NA,NA,0,6747,0,0,NA,1.82,41.23,Lisasta,18.02.2012,84.7,84,108.1,72.6,88.6,4,24.03.2017,2017-11-23,2017-03-24,244
3428403,1119,555703,2017-11-28,7,SI,04150743,9,3.82,3.25,4.58,8.54,0,98,2017-11-30,NA,0.001,65100872,0,2,NA,NA,0,6762,0,0,NA,3.3,31.67,Holstein,12.02.2012,108.6,108.4,86.9,86.2,100.8,2,13.02.2017,2017-11-29,2017-02-13,289
3428454,156,555401,2017-11-24,10,SI,74057533,14,5.28,4.01,4.4,9.13,0,110,2017-11-27,NA,0.008,65091011,0,1,NA,NA,0,6750,0,0,NA,0.02,47.63,Holstein,18.02.2012,109.2,116.1,99.7,107.5,114.2,4,15.11.2017,2017-11-26,2017-11-15,11
3428462,5322,555561,2017-11-27,8,SI,74037030,14.8,5.05,3.53,4.71,8.95,0,392,2017-11-28,NA,0.026,65093910,0,2,NA,NA,0,6753,0.04,-0.08,NA,1.57,40.43,Lisasta,20.02.2012,120.9,118.4,112,94.8,126.2,4,26.10.2017,2017-11-27,2017-10-26,32
3428509,10589,555655,2017-11-28,6,SI,04037989,25.8,3.84,3.46,4.74,8.91,0,234,2017-11-29,NA,0.018,65097589,0,2,NA,NA,0,6756,-0.04,-0.11,NA,1.31,41.89,Holstein,05.02.2012,113.7,116.7,117.6,114.7,132,4,26.08.2017,2017-11-28,2017-08-26,94
3428565,5825,555652,2017-11-28,5,SI,84151966,11,4.9,4.08,4.46,9.25,0,164,2017-11-29,NA,0.003,65097515,0,1,NA,NA,0,6756,0,0,NA,0,49.7,Rjava,18.02.2012,128.3,131.1,99.1,117.4,123,4,09.04.2017,2017-11-28,2017-04-09,233
3429755,7299,555207,2017-11-23,3,SI,14012394,7.5,3.45,3.12,4.44,8.28,0,1273,2017-11-24,NA,0.008,65087768,0,2,NA,NA,0,6747,0,0,NA,3.66,30.15,Holstein,18.02.2012,95,89.1,86.2,73.6,89.6,3,06.12.2016,2017-11-23,2016-12-06,352
3429839,31195,555375,2017-11-23,10,SI,44154004,11,3.06,3.15,4.1,7.97,0,95,2017-11-24,NA,0.019,65089887,0,2,NA,NA,0,6750,0.03,-0.05,NA,1.78,35.97,Rjava,24.02.2012,105,103.6,80.1,91.7,95.2,4,09.06.2017,2017-11-23,2017-06-09,167
3429840,31195,555375,2017-11-23,11,SI,34154005,15,4.3,3.41,4.78,8.9,0,40,2017-11-24,NA,0.021,65089888,0,2,NA,NA,0,6750,-0.01,-0.11,NA,1.14,43.64,Holstein,26.02.2012,100.1,107.1,119.6,113.3,112.3,4,15.08.2017,2017-11-23,2017-08-15,100
3429979,8436,555362,2017-11-23,5,SI,24137087,7.6,4.68,3.22,4.57,8.5,0,245,2017-11-24,NA,0.002,65089613,0,2,NA,NA,0,6750,0,0,NA,2.16,36.44,Lisasta,15.02.2012,101.4,105.8,109.4,112.5,106.7,4,21.06.2017,2017-11-23,2017-06-21,155
3430631,22667,555701,2017-11-25,5,SI,14150759,3,3.34,3.25,4.36,8.32,0,199,2017-11-30,NA,0.005,65100852,0,2,NA,NA,0,6762,0,0,NA,2.15,38.24,Lisasta,27.02.2012,73.4,74.3,78.1,87.7,68.7,3,04.03.2017,2017-11-29,2017-03-04,270
3430671,10826,555392,2017-11-20,5,SI,94136869,12,4.88,3.36,4.65,8.72,0,168,2017-11-27,NA,0.021,65090718,0,1,NA,NA,0,6750,0.06,-0.04,NA,1.2,40.54,Lisasta,08.02.2012,109.9,110.1,96.9,107.8,106.7,3,23.07.2017,2017-11-26,2017-07-23,126
3430781,22625,555706,2017-11-27,3,SI,34136748,6.5,5.09,3.94,4.6,9.25,0,240,2017-11-30,NA,0.003,65100907,0,2,NA,NA,0,6762,0,0,NA,0,49.57,Lisasta,27.02.2012,103.1,104.1,105.5,96.3,107.7,4,12.03.2017,2017-11-29,2017-03-12,262
3431588,5448,555538,2017-11-26,24,SI,14136881,10.8,4.34,3.93,4.18,8.82,0,62,2017-11-28,NA,0.017,65093824,0,1,NA,NA,0,6753,0.04,-0.07,NA,0.86,43.71,Holstein,19.02.2012,125.9,114.7,76.7,78.6,102,3,19.09.2016,2017-11-27,2016-09-19,434
3432577,21215,555204,2017-11-22,6,SI,84137191,8.5,5.03,4,4.55,9.25,0,28,2017-11-23,NA,0.015,65085889,0,2,NA,NA,0,6747,0.02,-0.09,NA,0.61,47.18,Lisasta,28.02.2012,104.2,108.7,112.5,118.7,108.8,4,01.07.2017,2017-11-22,2017-07-01,144
3434693,13080,555311,2017-11-23,3,SI,74154180,10.6,3.51,3.63,4.51,8.84,0,1599,2017-11-24,NA,0.009,65088713,0,1,NA,NA,0,6747,0,0,NA,3.44,30.04,Holstein,06.03.2012,113.6,117.2,84.7,94.8,104.5,3,26.02.2017,2017-11-23,2017-02-26,270
3435167,7790,555564,2017-11-27,5,SI,24138545,7.9,5.07,3.99,4.33,9.04,0,3909,2017-11-28,NA,0.011,65093963,0,2,NA,NA,0,6753,0,0,NA,1.95,35.66,Lisasta,02.03.2012,106.2,107.5,95.5,110.1,103.5,4,08.04.2017,2017-11-27,2017-04-08,233
3435678,2296,555235,2017-11-22,4,SI,54153332,10.5,3.54,3.25,4.53,8.49,0,315,2017-11-24,NA,0.021,65088172,0,2,NA,NA,0,6747,0,0,NA,1.74,42.59,Holstein,02.03.2012,97,102,97.1,103.9,100.3,4,09.08.2017,2017-11-23,2017-08-09,106
3435796,22393,555690,2017-11-28,15,SI,84139306,15.7,4.11,3,4.68,8.39,0,42,2017-11-30,NA,0.012,65100697,0,2,NA,NA,0,6762,-0.02,-0.1,NA,2.15,38.54,Holstein,29.02.2012,112.7,117.9,85,104.4,94.8,4,05.09.2017,2017-11-29,2017-09-05,85
