Herd1 Herd2 SumA
2372 34 74 13433.143169
2373 34 32 22698.597782
2374 34 83 12741.915686
2375 34 29 24279.470229
2376 34 93 14630.401953
2377 34 72 18057.673005
2378 34 100 17289.740193
2379 34 99 16831.728354
2380 34 22 16512.08477
2381 34 58 19182.722442
2382 34 96 23691.03118
2383 34 17 18131.587531
2384 34 10 15362.950461
2385 34 6 20144.969097
2386 34 4 11669.113616
2387 34 5 11275.548881
2388 34 79 17781.434592
2389 34 38 21710.222684
2390 34 54 14192.581453
2391 34 47 17117.456072
2392 34 52 16222.915272
2393 34 50 35126.902401
2394 34 16 21697.22678
2395 34 85 30309.898936
2396 34 45 47027.715132
2397 34 44 25440.728327
2398 34 31 25911.679585
2399 34 2 20881.117364
2400 34 84 29144.287691
2401 34 23 20365.450649
2402 39 82 26672.41675
2403 39 20 12122.018595
2404 39 12 15544.840116
2405 39 60 10885.783847
2406 39 24 7092.800431
2407 39 98 8390.202261
2408 39 37 19302.514364
2409 39 19 16879.254419
2410 39 28 13765.596547
2411 39 35 8455.69735
2412 39 48 11080.780572
2413 39 14 7334.695855
2414 39 30 11434.027342
2415 39 67 7427.985187
2416 39 33 10655.161874
2417 39 42 8999.261721
2418 39 87 6112.419476
2419 39 65 10701.918332
2420 39 77 26091.24805
2421 39 75 8840.630356
2422 39 78 14849.451208
2423 39 13 14868.721967
2424 39 73 19233.877873
2425 39 34 13248.084852
2426 39 39 1879.680548
2427 39 89 7196.833773
2428 39 81 9229.324373
2429 39 68 12034.262388
2430 39 40 7848.893458
2431 39 91 7105.228499
2432 39 66 8045.542221
2433 39 61 14260.769219
2434 39 7 7885.522853
2435 39 46 12385.032377
2436 39 92 24958.524417
2437 39 63 20352.970911
2438 39 53 9358.816802
2439 39 41 9562.38387
2440 39 71 7788.291127
2441 39 62 9812.839264
2442 39 90 13977.081784
2443 39 26 6593.806506
2444 39 59 8832.151859
2445 39 15 7175.974929
2446 39 9 14106.678696
2447 39 36 13117.478962
2448 39 1 15402.472867
2449 39 51 14009.14388
2450 39 25 8351.07245
2451 39 94 7972.695087
2452 39 43 12846.305997
2453 39 27 10194.258179
2454 39 88 14277.17896
2455 39 57 14063.309041
2456 39 56 14077.981605
2457 39 21 6105.223386
2458 39 97 7098.605032
2459 39 76 13394.602838
2460 39 11 18104.265119
2461 39 3 11518.202764
2462 39 86 16347.467085
2463 39 18 16524.259928
2464 39 49 14242.554285
2465 39 55 15692.152898
2466 39 70 15820.409432
2467 39 80 8849.737403
2468 39 69 12653.044377
2469 39 95 6105.386502
2470 39 64 13510.169517
2471 39 8 9646.886532
2472 39 74 7515.667199
2473 39 32 14746.586039
2474 39 83 7003.602887
2475 39 29 16026.53423
2476 39 93 8416.663648
2477 39 72 11058.012994
2478 39 100 10458.91556
2479 39 99 10105.333605
2480 39 22 9859.911998
2481 39 58 11936.326855
2482 39 96 15558.099599
2483 39 17 11124.564322
2484 39 10 8969.231547
2485 39 6 12706.735425
2486 39 4 6210.095958
2487 39 5 5923.528426
2488 39 79 10846.230409
2489 39 38 13952.928934
2490 39 54 8079.951006
2491 39 47 10330.113816
2492 39 52 9640.501131
2493 39 50 25046.657165
2494 39 16 13953.749337
2495 39 85 20997.852027
2496 39 45 35235.607031
2497 39 44 16981.079317
2498 39 31 17371.696025
2499 39 2 13302.637833
2500 39 84 20031.746183
2501 39 23 12889.719298
2502 89 82 26333.401843
2503 89 20 11890.361241
2504 89 12 15283.134442
2505 89 60 10663.241234
2506 89 24 6913.148887
2507 89 98 8197.339714
2508 89 37 19010.546487
2509 89 19 16604.332288
2510 89 28 13517.759266
2511 89 35 8262.724339
2512 89 48 10857.935232
2513 89 14 7154.05287
2514 89 30 11204.421271
2515 89 67 7250.77602
2516 89 33 10439.340036
2517 89 42 8797.910609
2518 89 87 5945.904657
2519 89 65 10478.983395
2520 89 77 25752.242587
2521 89 75 8642.154384
2522 89 78 14593.795193
2523 89 13 14613.084129
2524 89 73 18942.785873
2525 89 34 13005.361737
2526 89 39 7196.833773
2527 89 89 1787.551707
2528 89 81 9022.519397
2529 89 68 11804.982642
2530 89 40 7660.50123
2531 89 91 6928.033023
2532 89 66 7857.421577
2533 89 61 14007.0838
2534 89 7 7700.159631
2535 89 46 12150.998074
2536 89 92 24633.660159
2537 89 63 20053.80627
2538 89 53 9157.515608
2539 89 41 9353.755892
2540 89 71 7602.596924
2541 89 62 9601.824807
2542 89 90 13724.979614
2543 89 26 6427.388114
2544 89 59 8630.837649
2545 89 15 6996.341846
2546 89 9 13855.910852
2547 89 36 12884.028448
2548 89 1 15142.953669
2549 89 51 13761.889667
2550 89 25 8162.181664
2551 89 94 7785.93678
2552 89 43 12605.344205
2553 89 27 9983.926953
2554 89 88 14030.134221
2555 89 57 13812.509819
2556 89 56 13833.404245
2557 89 21 5943.781161
2558 89 97 6919.85322
2559 89 76 13148.909359
2560 89 11 17825.466365
2561 89 3 11291.840456
2562 89 86 16080.213929
2563 89 18 16257.756256
2564 89 49 13989.674913
2565 89 55 15435.114983
2566 89 70 15563.702064
2567 89 80 8650.735193
2568 89 69 12422.372011
2569 89 95 5942.134892
2570 89 64 13269.066356
2571 89 8 9448.409987
2572 89 74 7335.181973
2573 89 32 14496.489951
2574 89 83 6827.908364
2575 89 29 15766.572258
2576 89 93 8226.08616
2577 89 72 10839.447605
2578 89 100 10246.797706
2579 89 99 9895.922078
2580 89 22 9653.193989
2581 89 58 11715.747727
2582 89 96 15298.392005
2583 89 17 10902.142897
2584 89 10 8774.636107
2585 89 6 12471.534193
2586 89 4 6044.430748
2587 89 5 5764.059058
2588 89 79 10625.99233
2589 89 38 13711.505165
2590 89 54 7891.552623
2591 89 47 10114.399604
2592 89 52 9436.070035
2593 89 50 24718.106963
2594 89 16 13705.581069
2595 89 85 20696.945055
2596 89 45 34843.705545
2597 89 44 16709.781988
2598 89 31 17098.861366
2599 89 2 13054.852141
2600 89 84 19736.973269
2601 89 23 12651.429684
2602 81 82 30094.203003
2603 81 20 14469.727565
2604 81 12 18184.867693
2605 81 60 13108.233528
2606 81 24 8905.385816
2607 81 98 10355.611915
2608 81 37 22227.423122
2609 81 19 19625.641853
2610 81 28 16247.402587
2611 81 35 10427.557626
2612 81 48 13323.754673
2613 81 14 9178.886178
2614 81 30 13707.400733
2615 81 67 9286.472618
2616 81 33 12853.247296
2617 81 42 11028.384727
2618 81 87 7802.959743
2619 81 65 12905.446586
2620 81 77 29480.329841
2621 81 75 10853.108724
2622 81 78 17437.722857
2623 81 13 17449.250525
2624 81 73 22155.244508
2625 81 34 15693.072546
2626 81 39 9229.324373
2627 81 89 9022.519397
2628 81 81 2864.206867
2629 81 68 14374.19352
2630 81 40 9753.94771
2631 81 91 8923.839117
2632 81 66 9968.531777
2633 81 61 16797.313614
2634 81 7 9797.193064
2635 81 46 14750.775167
2636 81 92 28275.778316
2637 81 63 23359.824211
2638 81 53 11433.496844
2639 81 41 11655.503959
2640 81 71 9691.44048
2641 81 62 11929.698839
2642 81 90 16486.102046
2643 81 26 8352.902167
2644 81 59 10842.698851
2645 81 15 8999.081769
2646 81 9 16623.108358
2647 81 36 15551.417762
2648 81 1 18027.715677
2649 81 51 16518.938009
2650 81 25 10316.446461
2651 81 94 9889.156592
2652 81 43 15252.966006
2653 81 27 12347.931259
2654 81 88 16814.475243
2655 81 57 16573.709124
2656 81 56 16604.137209
2657 81 21 7802.671186
2658 81 97 8915.394466
2659 81 76 15850.73089
2660 81 11 20956.58733
2661 81 3 13804.822018
2662 81 86 19052.34963
2663 81 18 19243.18081
2664 81 49 16766.284271
2665 81 55 18349.258865
2666 81 70 18487.648431
2667 81 80 10862.370552
2668 81 69 15051.516899
2669 81 95 7804.698981
2670 81 64 15979.601978
2671 81 8 11750.207251
2672 81 74 9381.619596
2673 81 32 17315.627829
2674 81 83 8810.154377
2675 81 29 18709.248953
2676 81 93 10387.539249
2677 81 72 13295.160466
2678 81 100 12643.816865
2679 81 99 12257.424142
2680 81 22 11981.182815
2681 81 58 14270.903156
2682 81 96 18205.469783
2683 81 17 13370.753725
2684 81 10 10999.070991
2685 81 6 15102.381565
2686 81 4 7917.610446
2687 81 5 7595.151904
2688 81 79 13062.597221
2689 81 38 16463.81038
2690 81 54 10012.003942
2691 81 47 12495.196697
2692 81 52 11745.168776
2693 81 50 28365.853293
2694 81 16 16462.817338
2695 81 85 24052.828439
2696 81 45 39155.766096
2697 81 44 19732.253272
2698 81 31 20152.338294
2699 81 2 15742.608512
2700 81 84 23014.865323
2701 81 23 15295.95142
2702 68 82 35025.41606
2703 68 20 17946.857706
2704 68 12 22062.78091
2705 68 60 16422.934076
2706 68 24 11670.072578
2707 68 98 13328.835276
2708 68 37 26488.559193
2709 68 19 23636.154337
2710 68 28 19927.356871
2711 68 35 13416.939991
2712 68 48 16674.684184
2713 68 14 11990.479318
2714 68 30 17097.846252
2715 68 67 12106.963608
2716 68 33 16148.920331
2717 68 42 14081.620308
2718 68 87 10402.998282
2719 68 65 16205.993525
2720 68 77 34355.433592
2721 68 75 13894.248122
2722 68 78 21241.593849
2723 68 13 21259.692928
2724 68 73 26416.842219
2725 68 34 19306.769807
2726 68 39 12034.262388
2727 68 89 11804.982642
2728 68 81 14374.19352
2729 68 68 4515.583352
2730 68 40 12640.219408
2731 68 91 11688.845821
2732 68 66 12882.726136
2733 68 61 20543.888406
2734 68 7 12695.941301
2735 68 46 18265.760269
2736 68 92 33059.117697
2737 68 63 27728.406312
2738 68 53 14534.978915
2739 68 41 14792.641586
2740 68 71 12569.844539
2741 68 62 15108.665403
2742 68 90 20173.561254
2743 68 26 11043.095787
2744 68 59 13871.033111
2745 68 15 11776.112887
2746 68 9 20338.44471
2747 68 36 19148.481265
2748 68 1 21884.907911
2749 68 51 20217.84262
2750 68 25 13278.866717
2751 68 94 12798.746933
2752 68 43 18819.23478
2753 68 27 15565.183478
2754 68 88 20549.05337
2755 68 57 20277.065014
2756 68 56 20318.514079
2757 68 21 10406.930637
2758 68 97 11686.566947
2759 68 76 19472.877491
2760 68 11 25106.060153
2761 68 3 17199.935595
2762 68 86 23010.651687
2763 68 18 23217.511995
2764 68 49 20501.117849
2765 68 55 22239.457759
2766 68 70 22392.796272
2767 68 80 13893.978323
2768 68 69 18595.890939
2769 68 95 10401.557715
2770 68 64 19629.590428
2771 68 8 14906.133804
2772 68 74 12215.271344
2773 68 32 21106.453235
2774 68 83 11566.923505
2775 68 29 22640.752574
2776 68 93 13356.980025
2777 68 72 16632.674004
2778 68 100 15902.594764
2779 68 99 15468.899165
2780 68 22 15158.305209
2781 68 58 17727.535839
2782 68 96 22075.627408
2783 68 17 16719.074964
2784 68 10 14051.645976
2785 68 6 18648.375611
2786 68 4 10534.524254
2787 68 5 10161.966874
2788 68 79 16370.259153
2789 68 38 20160.94871
2790 68 54 12929.757191
2791 68 47 15729.331449
2792 68 52 14889.096311
2793 68 50 33154.293259
2794 68 16 20151.994194
2795 68 85 28478.055286
2796 68 45 44735.792724
2797 68 44 23758.674217
2798 68 31 24224.985747
2799 68 2 19350.376854
2800 68 84 27343.71396
2801 68 23 18859.806057
2802 40 82 27562.641994
2803 40 20 12727.029252
2804 40 12 16234.43384
2805 40 60 11454.558313
2806 40 24 7550.661386
2807 40 98 8893.828597
2808 40 37 20059.991727
2809 40 19 17587.817845
2810 40 28 14414.018209
2811 40 35 8961.395661
2812 40 48 11658.919338
2813 40 14 7807.939296
2814 40 30 12019.453632
2815 40 67 7904.510978
2816 40 33 11224.388836
2817 40 42 9517.192421
2818 40 87 6537.067792
2819 40 65 11270.056931
2820 40 77 26974.7513
2821 40 75 9355.995248
2822 40 78 15521.376317
2823 40 13 15542.513306
2824 40 73 19991.928487
2825 40 34 13878.20898
2826 40 39 7848.893458
2827 40 89 7660.50123
2828 40 81 9753.94771
2829 40 68 12640.219408
2830 40 40 2121.095874
2831 40 91 7569.328395
2832 40 66 8533.335717
2833 40 61 14917.19614
2834 40 7 8375.675153
2835 40 46 12999.584279
2836 40 92 25817.283115
2837 40 63 21134.229856
2838 40 53 9891.173056
2839 40 41 10097.446168
2840 40 71 8276.000977
2841 40 62 10358.831347
2842 40 90 14617.158495
2843 40 26 7042.399809
2844 40 59 9343.159336
2845 40 15 7641.236356
2846 40 9 14755.064291
2847 40 36 13745.129238
2848 40 1 16081.151684
2849 40 51 14652.283949
2850 40 25 8856.225679
2851 40 94 8463.465389
2852 40 43 13463.407468
2853 40 27 10742.178842
2854 40 88 14928.578915
2855 40 57 14706.510618
2856 40 56 14737.262314
2857 40 21 6540.054962
2858 40 97 7560.462963
2859 40 76 14023.114898
2860 40 11 18841.252357
2861 40 3 12104.587203
2862 40 86 17041.513153
2863 40 18 17226.665274
2864 40 49 14890.110143
2865 40 55 16379.414696
2866 40 70 16511.70153
2867 40 80 9358.755105
2868 40 69 13272.912731
2869 40 95 6534.938053
2870 40 64 14149.61667
2871 40 8 10188.585397
2872 40 74 7990.734538
2873 40 32 15411.438568
2874 40 83 7465.627865
2875 40 29 16726.228068
2876 40 93 8920.779155
2877 40 72 11633.763176
2878 40 100 11020.480283
2879 40 99 10660.954492
2880 40 22 10406.910797
2881 40 58 12543.450725
2882 40 96 16239.591393
2883 40 17 11698.508451
2884 40 10 9490.503709
2885 40 6 13326.422017
2886 40 4 6647.06169
2887 40 5 6344.932697
2888 40 79 11412.03652
2889 40 38 14603.385856
2890 40 54 8572.198317
2891 40 47 10877.0295
2892 40 52 10177.471578
2893 40 50 25907.270499
2894 40 16 14604.904428
2895 40 85 21791.754286
2896 40 45 36261.245655
2897 40 44 17696.151715
2898 40 31 18094.112986
2899 40 2 13931.066841
2900 40 84 20808.457158
2901 40 23 13510.51475
2902 91 82 26158.157704
2903 91 20 11776.40618
2904 91 12 15145.782968
2905 91 60 10559.341107
2906 91 24 6825.998374
2907 91 98 8099.624046
2908 91 37 18865.710886
2909 91 19 16470.772777
2910 91 28 13389.800264
2911 91 35 8167.318001
2912 91 48 10743.737549
2913 91 14 7058.326761
2914 91 30 11093.605582
2915 91 67 7156.347689
2916 91 33 10329.136449
2917 91 42 8687.598119
2918 91 87 5856.459047
2919 91 65 10367.909425
2920 91 77 25581.950173
2921 91 75 8537.763829
2922 91 78 14465.252171
2923 91 13 14477.196946
2924 91 73 18803.621129
2925 91 34 12883.790659
2926 91 39 7105.228499
2927 91 89 6928.033023
2928 91 81 8923.839117
2929 91 68 11688.845821
2930 91 40 7569.328395
2931 91 91 1745.212689
2932 91 66 7764.394898
2933 91 61 13884.357489
2934 91 7 7606.335516
2935 91 46 12028.097904
2936 91 92 24468.221836
2937 91 63 19899.686474
2938 91 53 9060.241366
2939 91 41 9248.322219
2940 91 71 7514.692503
2941 91 62 9499.42541
2942 91 90 13603.507047
2943 91 26 6346.790938
2944 91 59 8537.853295
2945 91 15 6903.361565
2946 91 9 13730.489533
2947 91 36 12770.913734
2948 91 1 15024.161076
2949 91 51 13636.230063
2950 91 25 8078.444175
2951 91 94 7696.376793
2952 91 43 12499.200269
2953 91 27 9881.93075
2954 91 88 13914.151124
2955 91 57 13693.871928
2956 91 56 13718.668787
2957 91 21 5868.603956
2958 91 97 6835.463125
2959 91 76 13038.283095
2960 91 11 17692.928775
2961 91 3 11191.72427
2962 91 86 15951.527122
2963 91 18 16143.455415
2964 91 49 13869.482716
2965 91 55 15307.465822
2966 91 70 15438.706492
2967 91 80 8552.612907
2968 91 69 12309.760226
2969 91 95 5863.408005
2970 91 64 13158.892494
2971 91 8 9350.29645
2972 91 74 7250.373883
2973 91 32 14370.297365
2974 91 83 6741.261421
2975 91 29 15634.40161
2976 91 93 8133.51433
2977 91 72 10737.86449
2978 91 100 10147.639042
2979 91 99 9796.070019
2980 91 22 9552.60924
2981 91 58 11604.766518
2982 91 96 15175.964325
2983 91 17 10796.410636
2984 91 10 8680.818396
2985 91 6 12355.657781
2986 91 4 5966.319024
2987 91 5 5685.188999
2988 91 79 10525.744006
2989 91 38 13594.632704
2990 91 54 7798.479355
2991 91 47 10011.03771
2992 91 52 9343.02084
2993 91 50 24559.893044
2994 91 16 13584.425129
2995 91 85 20559.075119
2996 91 45 34648.697536
2997 91 44 16581.260537
2998 91 31 16960.365592
2999 91 2 12941.739837
3000 91 84 19599.861869
3001 91 23 12539.082798
3002 66 82 27931.525899
3003 66 20 12974.824519
3004 66 12 16508.010394
3005 66 60 11690.68369
3006 66 24 7745.902911
3007 66 98 9100.346314
3008 66 37 20377.473541
3009 66 19 17890.307578
3010 66 28 14669.863429
3011 66 35 9170.099671
3012 66 48 11892.781976
3013 66 14 8003.612846
3014 66 30 12258.300252
3015 66 67 8099.496508
3016 66 33 11455.46933
3017 66 42 9728.434014
3018 66 87 6717.604296
3019 66 65 11497.431188
3020 66 77 27332.962887
3021 66 75 9568.084631
3022 66 78 15789.374815
3023 66 13 15811.519335
3024 66 73 20310.911933
3025 66 34 14139.593787
3026 66 39 8045.542221
3027 66 89 7857.421577
3028 66 81 9968.531777
3029 66 68 12882.726136
3030 66 40 8533.335717
3031 66 91 7764.394898
3032 66 66 2224.742559
3033 66 61 15184.24899
3034 66 7 8576.208739
3035 66 46 13244.944455
3036 66 92 26181.790409
3037 66 63 21450.998833
3038 66 53 10108.932795
3039 66 41 10318.739214
3040 66 71 8475.931151
3041 66 62 10580.482103
3042 66 90 14888.974479
3043 66 26 7230.365101
3044 66 59 9560.207978
3045 66 15 7832.388454
3046 66 9 15021.798814
3047 66 36 14015.189451
3048 66 1 16362.802458
3049 66 51 14928.352935
3050 66 25 9069.000345
3051 66 94 8668.583896
3052 66 43 13730.174978
3053 66 27 10984.380208
3054 66 88 15210.849627
3055 66 57 14984.914539
3056 66 56 15000.828226
3057 66 21 6717.380267
3058 66 97 7756.460257
3059 66 76 14289.745204
3060 66 11 19155.171688
3061 66 3 12358.244081
3062 66 86 17334.582381
3063 66 18 17527.508609
3064 66 49 15170.456773
3065 66 55 16667.677051
3066 66 70 16805.339606
3067 66 80 9580.328131
3068 66 69 13531.628748
3069 66 95 6718.995688
3070 66 64 14417.370232
3071 66 8 10421.027148
3072 66 74 8196.366512
3073 66 32 15692.932663
3074 66 83 7662.073299
3075 66 29 17008.882556
3076 66 93 9133.799197
3077 66 72 11881.482349
3078 66 100 11257.089234
3079 66 99 10885.74761
3080 66 22 10634.167446
3081 66 58 12792.2407
3082 66 96 16525.724166
3083 66 17 11949.261209
3084 66 10 9712.335679
3085 66 6 13584.455773
3086 66 4 6826.423994
3087 66 5 6529.833992
3088 66 79 11659.991103
3089 66 38 14879.102539
3090 66 54 8782.662977
3091 66 47 11122.651472
3092 66 52 10405.954607
3093 66 50 26272.423382
3094 66 16 14867.363306
3095 66 85 22124.266144
3096 66 45 36679.848055
3097 66 44 17992.445533
3098 66 31 18391.428504
3099 66 2 14191.495349
3100 66 84 21129.365139
3101 66 23 13772.025398
3102 61 82 38750.236048
3103 61 20 20648.449237
3104 61 12 25047.022532
3105 61 60 18999.948134
3106 61 24 13864.855679
3107 61 98 15669.852626
3108 61 37 29742.140093
3109 61 19 26726.049233
3110 61 28 22758.796477
3111 61 35 15764.712972
3112 61 48 19280.082812
3113 61 14 14223.111497
3114 61 30 19739.982783
3115 61 67 14334.733218
3116 61 33 18708.877266
3117 61 42 16485.828651
3118 61 87 12484.439701
3119 61 65 18774.340838
3120 61 77 38053.91815
3121 61 75 16277.798266
3122 61 78 24170.51674
3123 61 13 24187.597224
3124 61 73 29661.100294
3125 61 34 22106.483954
3126 61 39 14260.769219
3127 61 89 14007.0838
3128 61 81 16797.313614
3129 61 68 20543.888406
3130 61 40 14917.19614
3131 61 91 13884.357489
3132 61 66 15184.24899
3133 61 61 5917.771106
3134 61 7 14967.933577
3135 61 46 20985.436634
3136 61 92 36676.374534
3137 61 63 31045.037295
3138 61 53 16965.308176
3139 61 41 17253.344946
3140 61 71 14839.71762
3141 61 62 17594.211992
3142 61 90 23032.062506
3143 61 26 13176.569891
3144 61 59 16254.729654
3145 61 15 13976.480913
3146 61 9 23203.84494
3147 61 36 21926.180329
3148 61 1 24850.645395
3149 61 51 23070.224717
3150 61 25 15610.488015
3151 61 94 15089.006192
3152 61 43 21576.280019
3153 61 27 18082.391754
3154 61 88 23429.847085
3155 61 57 23133.368494
3156 61 56 23175.004275
3157 61 21 12479.389601
3158 61 97 13884.039291
3159 61 76 22279.123262
3160 61 11 28275.60619
3161 61 3 19845.590152
3162 61 86 26047.315448
3163 61 18 26266.656366
3164 61 49 23380.30204
3165 61 55 25226.257968
3166 61 70 25398.443084
3167 61 80 16280.008501
3168 61 69 21332.312268
3169 61 95 12478.94204
3170 61 64 22437.171257
3171 61 8 17360.597249
3172 61 74 14455.947754
3173 61 32 24016.800399
3174 61 83 13748.739704
3175 61 29 25651.460446
3176 61 93 15694.625217
3177 61 72 19233.70984
3178 61 100 18447.534775
3179 61 99 17975.846918
3180 61 22 17645.016223
3181 61 58 20405.665575
3182 61 96 25049.908463
3183 61 17 19323.637471
3184 61 10 16447.0753
3185 61 6 21398.334015
3186 61 4 12620.378174
3187 61 5 12217.648042
3188 61 79 18949.880963
3189 61 38 23008.722775
3190 61 54 15234.783387
3191 61 47 18264.869374
3192 61 52 17349.533113
3193 61 50 36768.399541
3194 61 16 22990.142917
3195 61 85 31840.836551
3196 61 45 48923.56787
3197 61 44 26841.673072
3198 61 31 27324.244166
3199 61 2 22148.009996
3200 61 84 30633.999851
3201 61 23 21612.324395
3202 7 82 27632.531837
3203 7 20 12771.830338
3204 7 12 16280.947085
3205 7 60 11503.171679
3206 7 24 7588.551903
3207 7 98 8929.569835
3208 7 37 20120.462553
3209 7 19 17640.68977
3210 7 28 14458.795537
3211 7 35 8999.90131
3212 7 48 11703.286067
3213 7 14 7837.789914
3214 7 30 12055.759308
3215 7 67 7945.610675
3216 7 33 11264.683483
3217 7 42 9547.477178
3218 7 87 6572.2308
3219 7 65 11312.117943
3220 7 77 27036.287241
3221 7 75 9399.373373
3222 7 78 15570.211617
3223 7 13 15592.618924
3224 7 73 20057.508208
3225 7 34 13925.769862
3226 7 39 7885.522853
3227 7 89 7700.159631
3228 7 81 9797.193064
3229 7 68 12695.941301
3230 7 40 8375.675153
3231 7 91 7606.335516
3232 7 66 8576.208739
3233 7 61 14967.933577
3234 7 7 2143.444281
3235 7 46 13044.538848
3236 7 92 25901.29861
3237 7 63 21206.174925
3238 7 53 9940.628251
3239 7 41 10135.357676
3240 7 71 8319.433873
3241 7 62 10399.77181
3242 7 90 14670.914242
3243 7 26 7083.408584
3244 7 59 9385.282692
3245 7 15 7679.925723
3246 7 9 14813.200575
3247 7 36 13800.950451
3248 7 1 16130.33838
3249 7 51 14709.433632
3250 7 25 8899.599079
3251 7 94 8504.847758
3252 7 43 13517.773546
3253 7 27 10786.921566
3254 7 88 14986.20423
3255 7 57 14763.601916
3256 7 56 14793.71071
3257 7 21 6578.242034
3258 7 97 7598.562183
3259 7 76 14071.922445
3260 7 11 18915.51243
3261 7 3 12157.326347
3262 7 86 17101.511977
3263 7 18 17286.478277
3264 7 49 14947.146766
3265 7 55 16440.596816
3266 7 70 16568.005676
3267 7 80 9395.932837
3268 7 69 13333.320669
3269 7 95 6572.571589
3270 7 64 14211.26088
3271 7 8 10247.063556
3272 7 74 8031.9773
3273 7 32 15469.45142
3274 7 83 7509.533151
3275 7 29 16788.183389
3276 7 93 8962.548635
3277 7 72 11680.960208
3278 7 100 11067.944474
3279 7 99 10705.054659
3280 7 22 10449.388518
3281 7 58 12594.743173
3282 7 96 16300.510645
3283 7 17 11747.811268
3284 7 10 9533.09057
3285 7 6 13369.455431
3286 7 4 6680.307502
3287 7 5 6381.732742
3288 7 79 11462.76998
3289 7 38 14658.881756
3290 7 54 8614.754575
3291 7 47 10925.367034
3292 7 52 10228.55291
3293 7 50 25989.77917
3294 7 16 14665.408273
3295 7 85 21868.79044
3296 7 45 36344.269946
3297 7 44 17754.528923
3298 7 31 18164.08904
3299 7 2 13979.506325
3300 7 84 20882.172265
3301 7 23 13564.438671
3302 46 82 35615.660082
3303 46 20 18370.911895
3304 46 12 22535.636048
3305 46 60 16822.232004
3306 46 24 12009.021998
3307 46 98 13693.682337
3308 46 37 27002.181967
3309 46 19 24123.991659
3310 46 28 20379.354226
3311 46 35 13777.215992
3312 46 48 17081.749103
3313 46 14 12340.463576
3314 46 30 17517.519133
3315 46 67 12457.962968
3316 46 33 16552.140773
3317 46 42 14468.444188
3318 46 87 10730.085393
3319 46 65 16603.517696
3320 46 77 34943.923547
3321 46 75 14271.178511
3322 46 78 21698.722243
3323 46 13 21727.680496
3324 46 73 26919.809558
3325 46 34 19751.753067
3326 46 39 12385.032377
3327 46 89 12150.998074
3328 46 81 14750.775167
3329 46 68 18265.760269
3330 46 40 12999.584279
3331 46 91 12028.097904
3332 46 66 13244.944455
3333 46 61 20985.436634
3334 46 7 13044.538848
3335 46 46 4727.923421
3336 46 92 33627.773745
3337 46 63 28249.871292
3338 46 53 14913.065205
3339 46 41 15183.079838
3340 46 71 12919.052052
3341 46 62 15497.753868
3342 46 90 20622.080615
3343 46 26 11371.474913
3344 46 59 14248.205147
3345 46 15 12125.380354
3346 46 9 20789.849382
3347 46 36 19579.674313
3348 46 1 22346.725086
3349 46 51 20668.74103
3350 46 25 13638.793411
3351 46 94 13157.49974
3352 46 43 19247.982896
3353 46 27 15961.348409
3354 46 88 20991.725936
3355 46 57 20717.782658
3356 46 56 20759.502345
3357 46 21 10720.691004
3358 46 97 12024.002047
3359 46 76 19912.935238
3360 46 11 25589.442597
3361 46 3 17608.151514
3362 46 86 23479.494802
3363 46 18 23685.633422
3364 46 49 20948.812861
3365 46 55 22701.615926
3366 46 70 22866.223089
3367 46 80 14268.983241
3368 46 69 19013.75485
3369 46 95 10719.307612
3370 46 64 20062.700812
3371 46 8 15283.191223
3372 46 74 12564.566291
3373 46 32 21565.642398
3374 46 83 11902.949455
3375 46 29 23112.829081
3376 46 93 13724.483445
3377 46 72 17044.504668
3378 46 100 16296.17824
3379 46 99 15858.614983
3380 46 22 15547.784478
3381 46 58 18140.883221
3382 46 96 22536.333512
3383 46 17 17120.131907
3384 46 10 14429.486697
3385 46 6 19080.119878
3386 46 4 10859.630576
3387 46 5 10479.031497
3388 46 79 16774.919687
3389 46 38 20601.843534
3390 46 54 13291.418322
3391 46 47 16130.561871
3392 46 52 15266.403848
3393 46 50 33715.904869
3394 46 16 20593.747298
3395 46 85 28994.389756
3396 46 45 45394.813168
3397 46 44 24244.044127
3398 46 31 24706.393672
3399 46 2 19796.759166
3400 46 84 27858.203143
3401 46 23 19293.14081
3402 92 82 55431.970196
3403 92 20 33182.67042
3404 92 12 38699.239164
3405 92 60 31131.901477
3406 92 24 24432.941899
3407 92 98 26785.874813
3408 92 37 44550.565502
3409 92 19 40810.730626
3410 92 28 35850.142638
3411 92 35 26912.085581
3412 92 48 31443.557097
3413 92 14 24861.179003
3414 92 30 32036.768732
3415 92 67 25055.834034
3416 92 33 30732.186285
3417 92 42 27834.920407
3418 92 87 22555.910314
3419 92 65 30794.473695
3420 92 77 54579.072433
3421 92 75 27593.72669
3422 92 78 37617.166521
3423 92 13 37638.65813
3424 92 73 44453.731056
3425 92 34 35035.233086
3426 92 39 24958.524417
3427 92 89 24633.660159
3428 92 81 28275.778316
3429 92 68 33059.117697
3430 92 40 25817.283115
3431 92 91 24468.221836
3432 92 66 26181.790409
3433 92 61 36676.374534
3434 92 7 25901.29861
3435 92 46 33627.773745
3436 92 92 13333.673855
3437 92 63 46130.155277
3438 92 53 28522.707469
3439 92 41 28844.408245
3440 92 71 25717.29922
3441 92 62 29287.707306
3442 92 90 36220.299152
3443 92 26 23517.319024
3444 92 59 27587.676886
3445 92 15 24590.260685
3446 92 9 36428.742341
