Herd1 Herd2 SumAsq
1842 77 90 29116.4788554242
1843 77 26 19135.6881920442
1844 77 59 22272.0330820856
1845 77 15 19931.8969036998
1846 77 9 29252.5372189469
1847 77 36 28044.5959289108
1848 77 1 31000.1731358067
1849 77 51 29195.1154760927
1850 77 25 21748.1275504953
1851 77 94 21143.145513271
1852 77 43 27688.578559769
1853 77 27 24193.5186906172
1854 77 88 29508.2641223892
1855 77 57 29324.325377182
1856 77 56 29383.640595957
1857 77 21 18406.4761353618
1858 77 97 19864.6808208335
1859 77 76 28368.1288921486
1860 77 11 34277.1923317103
1861 77 3 26015.6715041695
1862 77 86 32177.3457413452
1863 77 18 32430.7673651871
1864 77 49 29413.9966775776
1865 77 55 31345.8769521468
1866 77 70 31471.5385110186
1867 77 80 22336.3315249582
1868 77 69 27572.8500632754
1869 77 95 18401.4378725554
1870 77 64 28651.5416033382
1871 77 8 23548.0294469005
1872 77 74 20461.4973895435
1873 77 32 30108.2628657665
1874 77 83 19721.3487426588
1875 77 29 31774.9107805223
1876 77 93 21768.0883869432
1877 77 72 25311.6807638369
1878 77 100 24576.8953106941
1879 77 99 24133.0778101696
1880 77 22 23798.788520449
1881 77 58 26607.0705538732
1882 77 96 31182.6702737901
1883 77 17 25478.4924890417
1884 77 10 22516.3917618727
1885 77 6 27508.7016920558
1886 77 4 18564.510231783
1887 77 5 18131.3577591623
1888 77 79 25077.8206710056
1889 77 38 29245.2485353002
1890 77 54 21295.6911071409
1891 77 47 24388.0716609799
1892 77 52 23528.986354113
1893 77 50 42437.4355136133
1894 77 16 29202.0599637815
1895 77 85 37854.1613203772
1896 77 45 53853.5198865395
1897 77 44 32929.1486255633
1898 77 31 33466.9956644905
1899 77 2 28273.278816214
1900 77 84 36619.6605975288
1901 77 23 27778.8638622348
1902 75 82 22764.7036635645
1903 75 20 10874.4484287929
1904 75 12 13656.6513624363
1905 75 60 9898.5577698862
1906 75 24 6652.94637714653
1907 75 98 7757.69085153982
1908 75 37 16846.9353375393
1909 75 19 14795.2931905746
1910 75 28 12204.4858310324
1911 75 35 7780.18794358835
1912 75 48 10027.0943446358
1913 75 14 6827.83541957693
1914 75 30 10285.6465096349
1915 75 67 6976.99288703838
1916 75 33 9640.93443259647
1917 75 42 8210.34828383661
1918 75 87 5779.63073543812
1919 75 65 9719.51246851415
1920 75 77 22309.2741418692
1921 75 75 2102.14345134805
1922 75 78 13139.2918831841
1923 75 13 13161.9563107942
1924 75 73 16738.1614972353
1925 75 34 11814.7607161172
1926 75 39 6884.49386552238
1927 75 89 6756.60190544915
1928 75 81 8480.26932344507
1929 75 68 10851.630134442
1930 75 40 7317.27327109792
1931 75 91 6683.16892672925
1932 75 66 7460.22887410136
1933 75 61 12658.6991485921
1934 75 7 7384.89421250111
1935 75 46 11092.9793044985
1936 75 92 21437.5866970932
1937 75 63 17720.7103668682
1938 75 53 8600.89252932848
1939 75 41 8746.60233254836
1940 75 71 7300.11338962608
1941 75 62 8973.51862222947
1942 75 90 12410.387916734
1943 75 26 6258.11781828088
1944 75 59 8111.45311777356
1945 75 15 6724.80258717294
1946 75 9 12522.2822472777
1947 75 36 11712.0762690093
1948 75 1 13645.0151252043
1949 75 51 12466.01181469
1950 75 25 7787.40496639339
1951 75 94 7435.15874761189
1952 75 43 11488.8977602939
1953 75 27 9276.8826988692
1954 75 88 12669.3527079512
1955 75 57 12537.6663720784
1956 75 56 12598.4860010944
1957 75 21 5850.13074708128
1958 75 97 6673.3976186882
1959 75 76 11919.2996753342
1960 75 11 15885.3719447876
1961 75 3 10418.964403147
1962 75 86 14440.1642571564
1963 75 18 14587.7717354244
1964 75 49 12611.6193365002
1965 75 55 13881.3859663891
1966 75 70 13973.1457306406
1967 75 80 8134.73349165947
1968 75 69 11410.5999683477
1969 75 95 5841.43654923855
1970 75 64 12123.2299807151
1971 75 8 8883.64687711731
1972 75 74 7027.6107779704
1973 75 32 13070.305356045
1974 75 83 6608.90727299008
1975 75 29 14183.4713818135
1976 75 93 7796.62825541235
1977 75 72 9978.43904777894
1978 75 100 9506.50674368274
1979 75 99 9236.48037281552
1980 75 22 9028.00838426876
1981 75 58 10788.0259329585
1982 75 96 13782.5156419734
1983 75 17 10083.0256350396
1984 75 10 8243.97512962144
1985 75 6 11376.6482611593
1986 75 4 5929.14082115497
1987 75 5 5688.87791133484
1988 75 79 9837.87630811561
1989 75 38 12503.1004199912
1990 75 54 7515.25480632884
1991 75 47 9401.32846420581
1992 75 52 8863.07703583173
1993 75 50 21556.3563955676
1994 75 16 12496.8239514333
1995 75 85 18326.3273281998
1996 75 45 29916.4614942085
1997 75 44 14949.0926654908
1998 75 31 15327.6521005918
1999 75 2 11883.0583362441
2000 75 84 17465.1924038577
2001 75 23 11552.8522883879
2002 78 82 30725.7445624245
2003 78 20 16575.8870506582
2004 78 12 19965.8500178203
2005 78 60 15363.2476783823
2006 78 24 11239.7183746747
2007 78 98 12669.2073284461
2008 78 37 23775.1303659211
2009 78 19 21323.8345625649
2010 78 28 18182.8012448195
2011 78 35 12688.2300907778
2012 78 48 15509.5945144723
2013 78 14 11458.0832457339
2014 78 30 15847.534885546
2015 78 67 11648.4471107683
2016 78 33 15032.1112133
2017 78 42 13225.8010296977
2018 78 87 10079.2504297085
2019 78 65 15123.9182802825
2020 78 77 30211.7188536065
2021 78 75 13139.2918831841
2022 78 78 4937.46380513286
2023 78 13 19371.0099553976
2024 78 73 23646.9366343942
2025 78 34 17731.7046550262
2026 78 39 11524.7322948212
2027 78 89 11361.9195737777
2028 78 81 13581.903473608
2029 78 68 16543.0453265841
2030 78 40 12092.547697012
2031 78 91 11279.5741066376
2032 78 66 12268.3868903866
2033 78 61 18765.66292862
2034 78 7 12168.055095528
2035 78 46 16826.6297035818
2036 78 92 29174.3812603669
2037 78 63 24809.2575667861
2038 78 53 13728.7188329031
2039 78 41 13917.0408749214
2040 78 71 12084.0410809314
2041 78 62 14197.9668301555
2042 78 90 18446.1508704246
2043 78 26 10724.7964210754
2044 78 59 13088.8659553688
2045 78 15 11312.0852462959
2046 78 9 18570.1106548418
2047 78 36 17600.2165845692
2048 78 1 19944.0045842671
2049 78 51 18512.3881303401
2050 78 25 12699.1626121759
2051 78 94 12228.1352516276
2052 78 43 17324.1687899323
2053 78 27 14570.5970376801
2054 78 88 18764.4015706575
2055 78 57 18604.9497560211
2056 78 56 18686.4895398121
2057 78 21 10180.9074056079
2058 78 97 11273.5266949776
2059 78 76 17859.8416818943
2060 78 11 22633.0774283032
2061 78 3 16007.0403518779
2062 78 86 20913.7039382527
2063 78 18 21096.601944093
2064 78 49 18683.5922670389
2065 78 55 20230.5871859292
2066 78 70 20344.4271052012
2067 78 80 13143.8517997767
2068 78 69 17231.4946051036
2069 78 95 10173.2146722735
2070 78 64 18099.1530590083
2071 78 8 14076.0011671748
2072 78 74 11718.1828869325
2073 78 32 19252.2084149383
2074 78 83 11165.4045268469
2075 78 29 20582.1991807536
2076 78 93 12716.9916173823
2077 78 72 15450.5355100902
2078 78 100 14872.7320582588
2079 78 99 14530.7255794092
2080 78 22 14276.0794479645
2081 78 58 16460.6529869027
2082 78 96 20110.1153440463
2083 78 17 15591.789530185
2084 78 10 13280.3201518274
2085 78 6 17178.5097117614
2086 78 4 10297.0786381446
2087 78 5 9972.91670743495
2088 78 79 15277.8597605069
2089 78 38 18563.858581869
2090 78 54 12348.7704599124
2091 78 47 14729.2510305829
2092 78 52 14072.8892572317
2093 78 50 29310.6179744499
2094 78 16 18538.6787064854
2095 78 85 25526.919605664
2096 78 45 38946.6402886359
2097 78 44 21516.6546837194
2098 78 31 21952.9278879799
2099 78 2 17790.8398967065
2100 78 84 24512.6866205115
2101 78 23 17393.5449526537
2102 13 82 30774.3263673978
2103 13 20 16606.2001350703
2104 13 12 19989.5055754137
2105 13 60 15383.5665702307
2106 13 24 11285.4424778393
2107 13 98 12705.3049783132
2108 13 37 23820.5619260525
2109 13 19 21340.5998119555
2110 13 28 18217.8779175738
2111 13 35 12719.1117663924
2112 13 48 15568.5470382012
2113 13 14 11481.6781403401
2114 13 30 15878.1623356404
2115 13 67 11683.2848415983
2116 13 33 15072.802832168
2117 13 42 13244.8885820091
2118 13 87 10099.1362352123
2119 13 65 15164.3338019027
2120 13 77 30240.8908347093
2121 13 75 13161.9563107942
2122 13 78 19371.0099553976
2123 13 13 4961.78146525791
2124 13 73 23687.3903585878
2125 13 34 17773.8469594576
2126 13 39 11554.5296705025
2127 13 89 11391.7193976535
2128 13 81 13599.045277917
2129 13 68 16570.865767051
2130 13 40 12125.3526390294
2131 13 91 11297.8509650527
2132 13 66 12302.9543628969
2133 13 61 18791.8923254735
2134 13 7 12202.6754634634
2135 13 46 16872.0221747137
2136 13 92 29206.1256615234
2137 13 63 24873.06903461
2138 13 53 13752.2383369432
2139 13 41 13948.1108558997
2140 13 71 12120.994061783
2141 13 62 14221.1996257047
2142 13 90 18471.1543472259
2143 13 26 10761.8272127163
2144 13 59 13131.673098555
2145 13 15 11349.82537782
2146 13 9 18607.7662757255
2147 13 36 17631.5372630084
2148 13 1 19983.2442123704
2149 13 51 18573.9952812773
2150 13 25 12722.4172144224
2151 13 94 12277.0713055902
2152 13 43 17361.5419082709
2153 13 27 14600.5202520635
2154 13 88 18782.2441875495
2155 13 57 18653.3861957457
2156 13 56 18684.4574452155
2157 13 21 10193.5481908438
2158 13 97 11296.9039873305
2159 13 76 17878.3204828746
2160 13 11 22630.7962246741
2161 13 3 16021.8748920208
2162 13 86 20931.4182067093
2163 13 18 21108.8248568628
2164 13 49 18721.3904432859
2165 13 55 20257.7406040121
2166 13 70 20387.782697361
2167 13 80 13172.8282993003
2168 13 69 17248.3765395141
2169 13 95 10190.3291796311
2170 13 64 18134.3534211681
2171 13 8 14124.9877120436
2172 13 74 11742.1237790231
2173 13 32 19309.2377216565
2174 13 83 11203.4319196138
2175 13 29 20641.6379563034
2176 13 93 12751.3753265064
2177 13 72 15488.7333787058
2178 13 100 14917.9154389607
2179 13 99 14573.6568759352
2180 13 22 14305.054989353
2181 13 58 16503.8460028566
2182 13 96 20122.9306917958
2183 13 17 15609.8242704377
2184 13 10 13323.8210943917
2185 13 6 17228.2629626876
2186 13 4 10334.3564389573
2187 13 5 10005.9353993508
2188 13 79 15304.4997918795
2189 13 38 18587.4647117243
2190 13 54 12388.1658341685
2191 13 47 14749.650109717
2192 13 52 14078.2555369351
2193 13 50 29369.4029922105
2194 13 16 18586.0295951336
2195 13 85 25585.268041244
2196 13 45 39018.4984166716
2197 13 44 21564.9727897223
2198 13 31 22019.8362706743
2199 13 2 17838.4811267075
2200 13 84 24568.5796095635
2201 13 23 17437.8931059897
2202 73 82 36167.8166191728
2203 73 20 20563.7334006936
2204 73 12 24316.2195026024
2205 73 60 19274.4706557498
2206 73 24 14624.2936603971
2207 73 98 16197.0370544421
2208 73 37 28616.2094800697
2209 73 19 25877.2672579568
2210 73 28 22357.4422053829
2211 73 35 16232.3667826281
2212 73 48 19417.6583205681
2213 73 14 14804.5086951314
2214 73 30 19756.3748541041
2215 73 67 15061.1068067292
2216 73 33 18875.5458588475
2217 73 42 16779.9879716801
2218 73 87 13234.8599758036
2219 73 65 18970.2852608406
2220 73 77 35555.7035389838
2221 73 75 16738.1614972353
2222 73 78 23646.9366343942
2223 73 13 23687.3903585878
2224 73 73 7245.81608548315
2225 73 34 21853.2253750669
2226 73 39 14934.6034293554
2227 73 89 14749.4014395394
2228 73 81 17249.4040509346
2229 73 68 20564.812459124
2230 73 40 15571.8992211381
2231 73 91 14666.5491810727
2232 73 66 15794.556774835
2233 73 61 23016.7358764386
2234 73 7 15673.8007227794
2235 73 46 20870.5886448949
2236 73 92 34510.255280212
2237 73 63 29713.571235082
2238 73 53 17443.7758187267
2239 73 41 17597.0498770087
2240 73 71 15566.1378375913
2241 73 62 17924.0251343773
2242 73 90 22698.0333081284
2243 73 26 14021.4969851797
2244 73 59 16733.6770957903
2245 73 15 14694.4010437826
2246 73 9 22825.3806002002
2247 73 36 21778.1481748726
2248 73 1 24384.5814350354
2249 73 51 22768.906002748
2250 73 25 16288.355217554
2251 73 94 15753.3272477802
2252 73 43 21479.5117338714
2253 73 27 18403.1934264423
2254 73 88 23071.3302411529
2255 73 57 22907.5098758251
2256 73 56 22946.3224582233
2257 73 21 13402.6958840025
2258 73 97 14635.1643370787
2259 73 76 22049.8317697993
2260 73 11 27323.8658168498
2261 73 3 19999.6389917303
2262 73 86 25425.5460941216
2263 73 18 25659.3485072059
2264 73 49 22997.8693148097
2265 73 55 24705.5572781056
2266 73 70 24782.8400394236
2267 73 80 16762.2190377109
2268 73 69 21365.4194747266
2269 73 95 13395.5814308115
2270 73 64 22358.6001591689
2271 73 8 17867.0606139643
2272 73 74 15169.2631590733
2273 73 32 23613.9128266369
2274 73 83 14553.9479383272
2275 73 29 25090.2362120527
2276 73 93 16288.0660458838
2277 73 72 19387.1271076761
2278 73 100 18744.3778527139
2279 73 99 18349.1082526281
2280 73 22 18064.9851067769
2281 73 58 20508.3116280623
2282 73 96 24565.530331734
2283 73 17 19542.0150633102
2284 73 10 16934.9537041236
2285 73 6 21316.8981390798
2286 73 4 13536.4084134521
2287 73 5 13170.9325745419
2288 73 79 19186.8355365599
2289 73 38 22854.6390338801
2290 73 54 15868.7185918662
2291 73 47 18560.4565737469
2292 73 52 17837.323487117
2293 73 50 34705.1526390339
2294 73 16 22841.6318483882
2295 73 85 30556.6321479737
2296 73 45 45101.5827562112
2297 73 44 26134.3033375555
2298 73 31 26640.7722148913
2299 73 2 22008.1531696974
2300 73 84 29441.9899753199
2301 73 23 21577.9780215331
2302 34 82 28685.6564228448
2303 34 20 15096.3938164783
2304 34 12 18326.0016704977
2305 34 60 13923.3897519727
2306 34 24 10029.9394945814
2307 34 98 11382.2881207044
2308 34 37 21986.4791565609
2309 34 19 19628.2908529702
2310 34 28 16629.2882447858
2311 34 35 11394.7405484534
2312 34 48 14076.600651368
2313 34 14 10224.398470596
2314 34 30 14399.5389520901
2315 34 67 10411.6388105048
2316 34 33 13623.2704760527
2317 34 42 11906.4597639829
2318 34 87 8930.34342816367
2319 34 65 13712.3410139868
2320 34 77 28193.4581791815
2321 34 75 11814.7607161172
2322 34 78 17731.7046550262
2323 34 13 17773.8469594576
2324 34 73 21853.2253750669
2325 34 34 4141.33351594287
2326 34 39 10293.9937425273
2327 34 89 10138.2694330918
2328 34 81 12234.0998793997
2329 34 68 15044.6731052821
2330 34 40 10823.0292274225
2331 34 91 10059.9813924556
2332 34 66 11002.6965991819
2333 34 61 17172.7100463004
2334 34 7 10896.6995085478
2335 34 46 15330.5417808171
2336 34 92 27185.4322796294
2337 34 63 22988.8207515028
2338 34 53 12371.5286755319
2339 34 41 12562.2090958823
2340 34 71 10823.1668492869
2341 34 62 12817.4416501564
2342 34 90 16876.099781955
2343 34 26 9542.33480921156
2344 34 59 11786.1401024844
2345 34 15 10091.9148059118
2346 34 9 17000.1909719054
2347 34 36 16069.6828100872
2348 34 1 18318.2885906314
2349 34 51 16962.2791749457
2350 34 25 11407.5301603653
2351 34 94 10970.6788712698
2352 34 43 15810.2348356123
2353 34 27 13190.5396553741
2354 34 88 17177.1497962495
2355 34 57 17039.3922152688
2356 34 56 17086.9304101274
2357 34 21 9015.48748395219
2358 34 97 10053.328942949
2359 34 76 16313.8000570961
2360 34 11 20876.6629003686
2361 34 3 14544.5947856034
2362 34 86 19234.4887669944
2363 34 18 19419.2931248753
2364 34 49 17101.5758601076
2365 34 55 18577.0072986456
2366 34 70 18706.2627621156
2367 34 80 11828.4123473407
2368 34 69 15704.8222357582
2369 34 95 9013.82664725318
2370 34 64 16535.8702216845
2371 34 8 12713.3505124618
2372 34 74 10470.8838459279
2373 34 32 17657.1614106207
2374 34 83 9948.42936304323
2375 34 29 18927.4363113679
2376 34 93 11415.087438128
2377 34 72 14029.1346217875
2378 34 100 13477.9352958362
2379 34 99 13143.2288678532
2380 34 22 12895.1764387541
2381 34 58 14985.3929771208
2382 34 96 18458.2824870542
2383 34 17 14142.4882555896
2384 34 10 11963.6694892205
2385 34 6 15670.0081076696
2386 34 4 9132.98252480029
2387 34 5 8832.49148524362
2388 34 79 13855.7435918584
2389 34 38 16984.7500144537
2390 34 54 11082.8509371127
2391 34 47 13336.3346204976
2392 34 52 12691.2783490149
2393 34 50 27325.791291794
2394 34 16 16963.7965949634
2395 34 85 23680.4829439742
2396 34 45 36643.3731278632
2397 34 44 19814.9337091374
2398 34 31 20241.5559313504
2399 34 2 16255.8792041713
2400 34 84 22702.7363100761
2401 34 23 15872.4897085137
2402 39 82 20645.487095458
2403 39 20 9416.12422765262
2404 39 12 12008.4793760657
2405 39 60 8530.12714759979
2406 39 24 5544.25189368379
2407 39 98 6541.69417813847
2408 39 37 15037.2671996876
2409 39 19 13092.3793070752
2410 39 28 10652.8323943579
2411 39 35 6555.76993693439
2412 39 48 8633.61193717415
2413 39 14 5675.86153331503
2414 39 30 8873.59247165969
2415 39 67 5818.79010849801
2416 39 33 8272.63852551312
2417 39 42 6951.06135895875
2418 39 87 4729.33589661517
2419 39 65 8346.87972770652
2420 39 77 20208.6952640016
2421 39 75 6884.49386552238
2422 39 78 11524.7322948212
2423 39 13 11554.5296705025
2424 39 73 14934.6034293554
2425 39 34 10293.9937425273
2426 39 39 1491.92822400143
2427 39 89 5624.00269958708
2428 39 81 7211.55709038608
2429 39 68 9387.4986356805
2430 39 40 6136.00601729539
2431 39 91 5563.37700271751
2432 39 66 6270.56167673974
2433 39 61 11076.6189296048
2434 39 7 6192.26025915738
2435 39 46 9612.18331425843
2436 39 92 19378.8016107885
2437 39 63 15852.2090051921
2438 39 53 7319.91476671406
2439 39 41 7449.30373641989
2440 39 71 6126.60441768577
2441 39 62 7649.3211409389
2442 39 90 10863.8306973758
2443 39 26 5166.84417426143
2444 39 59 6870.18482583969
2445 39 15 5592.50673705834
2446 39 9 10952.1260317034
2447 39 36 10206.3928401793
2448 39 1 12025.2511482635
2449 39 51 10913.9679594202
2450 39 25 6569.47799463015
2451 39 94 6242.11170426749
2452 39 43 10003.6947434032
2453 39 27 7951.94985781387
2454 39 88 11099.2859222721
2455 39 57 10999.0946442854
2456 39 56 11022.6579670702
2457 39 21 4793.24612281747
2458 39 97 5553.72682802099
2459 39 76 10411.5974557111
2460 39 11 14104.7822389498
2461 39 3 9004.85449915663
2462 39 86 12767.829735412
2463 39 18 12916.0481496253
2464 39 49 11047.7293418567
2465 39 55 12234.421048387
2466 39 70 12314.9381718607
2467 39 80 6899.30000491585
2468 39 69 9919.39667718715
2469 39 95 4792.15861858078
2470 39 64 10593.8657345282
2471 39 8 7580.25149311023
2472 39 74 5871.70060226349
2473 39 32 11481.7807683511
2474 39 83 5487.23991407932
2475 39 29 12512.2495128605
2476 39 93 6582.91037814229
2477 39 72 8597.20029849494
2478 39 100 8166.95498014174
2479 39 99 7910.65021333973
2480 39 22 7721.28490380753
2481 39 58 9340.39148937584
2482 39 96 12145.5369141832
2483 39 17 8700.771746467
2484 39 10 6992.5123027156
2485 39 6 9897.17505068381
2486 39 4 4879.10442120522
2487 39 5 4659.63518783052
2488 39 79 8468.45302618647
2489 39 38 10942.8907588842
2490 39 54 6322.06848974692
2491 39 47 8065.71165540275
2492 39 52 7569.98008894296
2493 39 50 19515.1032829465
2494 39 16 10943.988284706
2495 39 85 16440.208337858
2496 39 45 27502.7880949469
2497 39 44 13249.0900668768
2498 39 31 13606.7496091361
2499 39 2 10379.2692124132
2500 39 84 15631.0341087022
2501 39 23 10069.9830474803
2502 89 82 20434.7325143922
2503 89 20 9267.44905844934
2504 89 12 11841.9034544696
2505 89 60 8383.96979481097
2506 89 24 5426.30754498372
2507 89 98 6417.4344340325
2508 89 37 14851.1668676908
2509 89 19 12915.040652306
2510 89 28 10493.4492310361
2511 89 35 6432.98462355653
2512 89 48 8488.84573276656
2513 89 14 5559.52734347401
2514 89 30 8722.1447301892
2515 89 67 5708.65675435315
2516 89 33 8135.37727665938
2517 89 42 6820.31175563843
2518 89 87 4620.72031441773
2519 89 65 8198.07829201568
2520 89 77 19993.5224585935
2521 89 75 6756.60190544915
2522 89 78 11361.9195737777
2523 89 13 11391.7193976535
2524 89 73 14749.4014395394
2525 89 34 10138.2694330918
2526 89 39 5624.00269958708
2527 89 89 1430.74520526905
2528 89 81 7073.94606558049
2529 89 68 9241.97166191419
2530 89 40 6012.46663996592
2531 89 91 5449.22829515073
2532 89 66 6150.44461634015
2533 89 61 10911.7287537568
2534 89 7 6074.38606316064
2535 89 46 9462.40017913533
2536 89 92 19179.6791289581
2537 89 63 15661.772416141
2538 89 53 7193.24750951209
2539 89 41 7312.06702370967
2540 89 71 6006.50379568631
2541 89 62 7510.94221612991
2542 89 90 10699.0872398083
2543 89 26 5064.28631152573
2544 89 59 6737.93294553492
2545 89 15 5475.80532353686
2546 89 9 10791.308023201
2547 89 36 10064.7676666136
2548 89 1 11860.2027552408
2549 89 51 10757.4997827762
2550 89 25 6450.74130734381
2551 89 94 6122.71885425589
2552 89 43 9846.77470450222
2553 89 27 7818.97530239884
2554 89 88 10945.1431908955
2555 89 57 10836.9372692201
2556 89 56 10869.4779231507
2557 89 21 4691.82716116026
2558 89 97 5436.99276956282
2559 89 76 10252.3035717108
2560 89 11 13930.4221116474
2561 89 3 8858.93609127344
2562 89 86 12598.5058195489
2563 89 18 12749.2782938957
2564 89 49 10883.9441085323
2565 89 55 12076.2061765544
2566 89 70 12157.5587869281
2567 89 80 6770.40614207386
2568 89 69 9777.30183555677
2569 89 95 4687.93457642291
2570 89 64 10441.6921872245
2571 89 8 7460.2343958223
2572 89 74 5757.81945419486
2573 89 32 11327.0159292982
2574 89 83 5374.06707170101
2575 89 29 12351.3840624653
2576 89 93 6462.53317820243
2577 89 72 8459.92913789037
2578 89 100 8033.89041450698
2579 89 99 7777.84168018482
2580 89 22 7590.24581272339
2581 89 58 9208.08299676366
2582 89 96 11981.6876205226
2583 89 17 8556.81063588646
2584 89 10 6871.90761314941
2585 89 6 9747.98109526942
2586 89 4 4771.95770244317
2587 89 5 4558.63900766942
2588 89 79 8325.69648673113
2589 89 38 10794.1242326888
2590 89 54 6201.57519443545
2591 89 47 7925.00994300853
2592 89 52 7440.50001256504
2593 89 50 19309.85414215
2594 89 16 10784.701658533
2595 89 85 16251.2415872712
2596 89 45 27255.2206565044
2597 89 44 13077.9206940257
2598 89 31 13436.1911138298
2599 89 2 10215.1678271502
2600 89 84 15445.477226362
2601 89 23 9917.91530400429
2602 81 82 23352.0050446752
2603 81 20 11282.1648750205
2604 81 12 14098.0006065701
2605 81 60 10297.8610712767
2606 81 24 6984.14364219101
2607 81 98 8102.7476589477
2608 81 37 17357.1261044017
2609 81 19 15269.8038821239
2610 81 28 12611.4704220593
2611 81 35 8117.71538217005
2612 81 48 10414.019602696
2613 81 14 7135.28531459594
2614 81 30 10672.2138197085
2615 81 67 7300.8895490083
2616 81 33 10012.0787724901
2617 81 42 8552.64528144435
2618 81 87 6066.02206137447
2619 81 65 10094.9742429217
2620 81 77 22893.4598440223
2621 81 75 8480.26932344507
2622 81 78 13581.903473608
2623 81 13 13599.045277917
2624 81 73 17249.4040509346
2625 81 34 12234.0998793997
2626 81 39 7211.55709038608
2627 81 89 7073.94606558049
2628 81 81 2280.92524154079
2629 81 68 11251.4231848882
2630 81 40 7651.92800658069
2631 81 91 7012.75589097137
2632 81 66 7794.80462664319
2633 81 61 13091.9320939287
2634 81 7 7718.44294040194
2635 81 46 11486.4284015886
2636 81 92 22009.869388345
2637 81 63 18241.4883162074
2638 81 53 8975.32425760047
2639 81 41 9112.3160052093
2640 81 71 7649.78580836256
2641 81 62 9329.97332680684
2642 81 90 12855.6765036811
2643 81 26 6572.03163172705
2644 81 59 8463.03329466831
2645 81 15 7038.79781633479
2646 81 9 12945.6965915317
2647 81 36 12139.9102026813
2648 81 1 14110.6321159789
2649 81 51 12906.7027748275
2650 81 25 8140.96775855327
2651 81 94 7765.96311393144
2652 81 43 11913.7285950771
2653 81 27 9661.21610764465
2654 81 88 13116.2628213048
2655 81 57 12993.2559710867
2656 81 56 13041.3438477334
2657 81 21 6150.986279489
2658 81 97 6999.85079041946
2659 81 76 12359.8037034897
2660 81 11 16380.9313622146
2661 81 3 10824.9859919
2662 81 86 14919.4584373197
2663 81 18 15080.2061590329
2664 81 49 13042.8288273348
2665 81 55 14351.0035212033
2666 81 70 14437.0301837955
2667 81 80 8494.99730739399
2668 81 69 11836.317695493
2669 81 95 6152.8727461329
2670 81 64 12562.2837075549
2671 81 8 9259.75175036825
2672 81 74 7356.24708195615
2673 81 32 13517.8361066144
2674 81 83 6927.07947295397
2675 81 29 14648.4338613697
2676 81 93 8152.90846574148
2677 81 72 10368.6092550019
2678 81 100 9906.18411755791
2679 81 99 9627.34755016798
2680 81 22 9409.22203546492
2681 81 58 11206.6465269194
2682 81 96 14256.2379166781
2683 81 17 10486.1071228827
2684 81 10 8605.90866643481
2685 81 6 11799.3806489933
2686 81 4 6242.34379659589
2687 81 5 5996.14336319412
2688 81 79 10226.8303064815
2689 81 38 12947.7286197012
2690 81 54 7860.65623859094
2691 81 47 9782.41273411031
2692 81 52 9251.82241308032
2693 81 50 22149.1057525165
2694 81 16 12946.0052909327
2695 81 85 18875.828010459
2696 81 45 30618.4741976375
2697 81 44 15433.7208677283
2698 81 31 15817.737083705
2699 81 2 12311.0571474269
2700 81 84 18002.9775352199
2701 81 23 11978.8811002607
2702 68 82 27178.7696114817
2703 68 20 13986.7098618448
2704 68 12 17107.5587126164
2705 68 60 12882.2152854405
2706 68 24 9137.73970736193
2707 68 98 10420.7408386657
2708 68 37 20670.9960125836
2709 68 19 18378.1878216361
2710 68 28 15472.6374949607
2711 68 35 10448.6516357148
2712 68 48 13028.7519999138
2713 68 14 9321.89521146821
2714 68 30 13307.7339058097
2715 68 67 9501.06110698574
2716 68 33 12580.2924918667
2717 68 42 10915.8012097417
2718 68 87 8082.87401401261
2719 68 65 12670.8586695474
2720 68 77 26670.4110559154
2721 68 75 10851.630134442
2722 68 78 16543.0453265841
2723 68 13 16570.865767051
2724 68 73 20564.812459124
2725 68 34 15044.6731052821
2726 68 39 9387.4986356805
2727 68 89 9241.97166191419
2728 68 81 11251.4231848882
2729 68 68 3577.89876407816
2730 68 40 9900.85681850503
2731 68 91 9165.81317458805
2732 68 66 10060.9939251614
2733 68 61 16017.0308364423
2734 68 7 9988.23188281499
2735 68 46 14223.4059625824
2736 68 92 25725.4092750388
2737 68 63 21642.7265517218
2738 68 53 11387.0634181545
2739 68 41 11552.780150138
2740 68 71 9900.03457760893
2741 68 62 11809.5331217267
2742 68 90 15714.1818993843
2743 68 26 8676.27378843513
2744 68 59 10814.3073523723
2745 68 15 9197.79814370718
2746 68 9 15835.4470992103
2747 68 36 14939.0933630167
2748 68 1 17114.4069796238
2749 68 51 15783.862005649
2750 68 25 10455.4108348647
2751 68 94 10038.620059158
2752 68 43 14691.0932305005
2753 68 27 12160.0015228972
2754 68 88 16021.4927855057
2755 68 57 15877.5905906565
2756 68 56 15941.8820174823
2757 68 21 8188.07814727079
2758 68 97 9163.4738837569
2759 68 76 15169.5654016224
2760 68 11 19613.5619359947
2761 68 3 13467.9389624549
2762 68 86 18001.6130591697
2763 68 18 18173.5588024434
2764 68 49 15949.1576378461
2765 68 55 17379.1395588229
2766 68 70 17475.3851190831
2767 68 80 10850.7922533346
2768 68 69 14606.0593337067
2769 68 95 8177.41518377222
2770 68 64 15417.0995882577
2771 68 8 11730.047964748
2772 68 74 9563.51370122095
2773 68 32 16472.2086853143
2774 68 83 9081.58795889274
2775 68 29 17714.5366474586
2776 68 93 10465.3103409992
2777 68 72 12962.3733147181
2778 68 100 12443.2544184065
